image_name,ground_truth,bbox
4667.jpg,animal,"[1060.46496, 833.43168, 524.02464, 308.62944000000005]"
4668.jpg,animal,"[940.2998399999999, 807.1488, 507.09888, 303.5556]"
4669.jpg,animal,"[648.9072, 744.0271200000001, 304.56, 213.62616]"
467.jpg,animal,"[363.900928, 1066.684416, 217.09824, 255.2448]"
4670.jpg,animal,"[618.81408, 756.7408800000001, 342.29952000000003, 212.69304]"
4671.jpg,animal,"[617.3107200000001, 752.6779200000001, 326.38464, 193.435776]"
4672.jpg,animal,"[1067.41152, 795.73752, 553.28832, 210.37968]"
4673.jpg,animal,"[969.51168, 780.39936, 513.42336, 221.8104]"
4674.jpg,animal,"[1523.8368, 776.88072, 483.17472, 236.196]"
4675.jpg,animal,"[1227.13056, 790.41096, 574.776, 190.89108000000002]"
4676.jpg,animal,"[1523.3184, 777.7555199999999, 492.9984, 237.8484]"
4677.jpg,animal,"[1538.94816, 784.57896, 467.75232, 219.63312]"
4678.jpg,animal,"[1156.36896, 814.84704, 577.3161600000001, 272.66544]"
4679.jpg,animal,"[889.8335999999999, 850.2084, 649.32192, 269.80776]"
468.jpg,animal,"[453.51936, 1169.8391040000001, 396.36992, 183.00672]"
4680.jpg,animal,"[555.77664, 847.70064, 745.1999999999999, 311.54544000000004]"
4681.jpg,animal,"[1777.5936, 1081.17504, 811.6848, 440.72424]"
4682.jpg,animal,"[261.89824, 1193.59488, 1581.30176, 303.26784]"
4683.jpg,animal,"[885.24576, 1111.15152, 1184.88096, 391.79376]"
4684.jpg,animal,"[62.76096, 1137.024, 512.32768, 364.04736]"
4685.jpg,animal,"[0.0, 779.3496, 666.816, 267.7428]"
4686.jpg,animal,"[92.553216, 1181.78304, 500.18304, 324.92544]"
4687.jpg,animal,"[772.62848, 717.58848, 190.201856, 146.67571199999998]"
4688.jpg,animal,"[658.65728, 707.5276799999999, 254.07488, 150.191616]"
4689.jpg,animal,"[712.1395200000001, 1381.2105600000002, 664.77888, 435.9888]"
469.jpg,animal,"[468.76672, 1138.0224, 357.849088, 211.16313599999998]"
4690.jpg,animal,"[490.63936, 670.55616, 291.10272, 183.01440000000002]"
4691.jpg,animal,"[453.82656, 1315.16352, 772.9152, 450.77472]"
4692.jpg,animal,"[705.80736, 1397.4652800000001, 679.49952, 437.80032]"
4693.jpg,animal,"[948.3552, 1394.35632, 635.56608, 410.2848]"
4694.jpg,animal,"[5.9076608, 1106.94912, 196.923392, 330.82367999999997]"
4695.jpg,animal,"[374.14912, 1030.14912, 1360.73216, 468.67968]"
4696.jpg,animal,"[1273.89696, 963.70176, 692.1216, 235.9296]"
4697.jpg,animal,"[0.0, 922.10688, 475.97568, 418.176]"
4698.jpg,animal,"[135.247872, 942.4281599999999, 679.23968, 420.74112]"
4699.jpg,animal,"[356.53632, 958.8940799999999, 844.98432, 463.11936000000003]"
47.jpg,animal,"[1508.18496, 537.43932, 411.81504, 200.72232]"
47.jpg,animal,"[1480.5696, 675.2278799999999, 371.96544, 224.3916]"
47.jpg,animal,"[712.5753599999999, 476.81784, 260.50176, 444.96108]"
470.jpg,animal,"[462.931968, 1149.68832, 309.225472, 218.94144]"
4700.jpg,animal,"[403.1488, 911.96928, 511.42656, 513.96096]"
4701.jpg,animal,"[391.10656, 900.61824, 1153.06496, 522.82368]"
4702.jpg,animal,"[263.8848, 1284.1881600000002, 332.8, 192.98304000000002]"
4703.jpg,animal,"[263.63904, 956.0678399999999, 1123.55328, 480.90623999999997]"
4704.jpg,animal,"[420.20864, 968.4172800000001, 1096.99072, 453.5808]"
4705.jpg,animal,"[45.826048, 972.81024, 1148.23168, 497.06496000000004]"
4706.jpg,animal,"[368.90624, 1265.9251199999999, 602.5216, 238.64832]"
4707.jpg,animal,"[414.47424, 1213.37856, 920.61696, 300.38016000000005]"
4708.jpg,animal,"[475.648, 1180.50816, 660.95104, 320.07168]"
4709.jpg,animal,"[448.55296, 1262.76096, 682.43456, 251.65824000000003]"
471.jpg,animal,"[502.106112, 1152.0675840000001, 275.90656, 200.618496]"
4710.jpg,animal,"[415.8464, 1230.88896, 919.90016, 276.12672000000003]"
4711.jpg,animal,"[411.21792, 1211.38176, 918.69184, 293.54496]"
4712.jpg,animal,"[253.0304, 1098.50112, 668.8768, 400.15871999999996]"
4713.jpg,animal,"[3.9385088, 1292.06784, 966.90176, 204.79488]"
4714.jpg,animal,"[362.72128, 1312.2969600000001, 231.38304, 163.584]"
4715.jpg,animal,"[476.50816, 1266.80064, 401.6128, 246.912]"
4716.jpg,animal,"[488.7552, 1198.0032, 626.95424, 315.43296]"
4717.jpg,animal,"[262.3488, 1172.78208, 765.56288, 329.19552]"
4718.jpg,animal,"[277.6064, 1108.74624, 626.33984, 381.8496]"
4719.jpg,animal,"[1402.10176, 1270.39488, 401.7152, 192.98304000000002]"
4719.jpg,animal,"[230.46144, 1235.3126399999999, 763.41248, 267.69408]"
472.jpg,animal,"[506.25536, 1157.48352, 254.912512, 216.27955199999997]"
4720.jpg,animal,"[435.2, 1203.44064, 527.74912, 301.28639999999996]"
4721.jpg,animal,"[1618.69824, 1290.0864, 384.0, 202.8288]"
4721.jpg,animal,"[374.64064, 1285.84704, 618.43456, 218.35776]"
4722.jpg,animal,"[486.4, 1329.4694399999998, 533.66784, 178.95936]"
4722.jpg,animal,"[1378.46784, 1223.1321599999999, 165.414912, 200.86272]"
4723.jpg,animal,"[1402.10176, 1262.5305600000002, 161.476608, 189.05088]"
4723.jpg,animal,"[459.83744, 1133.53728, 534.28224, 366.73536]"
4724.jpg,animal,"[504.17664, 1316.75136, 530.80064, 190.35648]"
4724.jpg,animal,"[1406.03392, 1227.07968, 167.385088, 204.79488]"
4725.jpg,animal,"[411.56608, 1160.12544, 716.8, 342.65088000000003]"
4725.jpg,animal,"[1400.1152, 1229.04576, 163.446784, 177.22368]"
4726.jpg,animal,"[450.94912, 1126.64064, 626.21696, 372.18816]"
4726.jpg,animal,"[1400.1152, 1209.3542400000001, 141.785088, 187.06944]"
4727.jpg,animal,"[641.78176, 1105.3363200000001, 514.90816, 411.9552]"
4727.jpg,animal,"[1383.71072, 1230.93504, 125.630464, 203.79647999999997]"
4728.jpg,animal,"[1344.98304, 1207.38816, 196.923392, 196.93055999999999]"
4728.jpg,animal,"[630.14912, 1136.4864, 515.93216, 366.27456]"
4729.jpg,animal,"[0.0, 969.10848, 1065.34912, 527.75424]"
473.jpg,animal,"[505.679872, 1166.825472, 392.873984, 215.81721599999997]"
4730.jpg,animal,"[0.0, 1000.61184, 1063.38304, 498.21696]"
4731.jpg,animal,"[0.0, 774.34368, 1067.25376, 734.42304]"
4732.jpg,animal,"[1.96923392, 833.23392, 1098.83392, 669.5424]"
4733.jpg,animal,"[1.96923392, 831.26784, 1102.76608, 673.47456]"
4734.jpg,animal,"[5.9076608, 831.26784, 1098.83392, 673.47456]"
4735.jpg,animal,"[1.96923392, 880.49664, 1051.56608, 616.36608]"
4736.jpg,animal,"[336.0, 890.0820000000001, 393.23519999999996, 164.31119999999999]"
4737.jpg,animal,"[356.3136, 712.8431999999999, 553.8432, 334.152]"
4738.jpg,animal,"[155.07647999999998, 720.2304, 878.7647999999999, 332.3052]"
4739.jpg,animal,"[100.58496, 714.5712, 857.2032, 338.89320000000004]"
474.jpg,animal,"[773.945344, 1085.566464, 560.75264, 310.98931200000004]"
4740.jpg,animal,"[592.8768, 634.6296, 462.1248, 415.21680000000003]"
4741.jpg,animal,"[1170.4704000000002, 552.2256, 254.7648, 118.152]"
4742.jpg,animal,"[0.0, 603.9252, 193.8432, 142.1496]"
4743.jpg,animal,"[71.71968, 618.2676, 287.32800000000003, 122.364]"
4744.jpg,animal,"[262.7904, 605.4588000000001, 298.7712, 118.5624]"
4745.jpg,animal,"[633.2352, 570.6936, 299.0784, 145.8432]"
4746.jpg,animal,"[1002.2207999999999, 553.9752, 301.728, 163.1232]"
4747.jpg,animal,"[226.46784, 655.99488, 311.13216, 165.41183999999998]"
4748.jpg,animal,"[517.89824, 697.35936, 338.69824, 161.47968]"
4749.jpg,animal,"[594.69824, 791.8694399999999, 269.78304, 122.092032]"
475.jpg,animal,"[1433.856, 1026.5472, 320.96256, 344.656896]"
4750.jpg,animal,"[476.54912, 803.6966400000001, 234.33216, 102.400512]"
4751.jpg,animal,"[665.6, 791.8694399999999, 279.63392, 126.030336]"
4752.jpg,animal,"[870.4, 559.5033599999999, 490.33216, 880.25088]"
4752.jpg,human,"[825.10848, 254.27712, 689.229824, 842.8308480000001]"
4753.jpg,human,"[897.970176, 342.892032, 616.370176, 756.1850880000001]"
4753.jpg,animal,"[993.50528, 643.8912, 392.45824, 777.0624]"
4754.jpg,animal,"[0.0, 488.61696, 478.5152, 941.29152]"
4754.jpg,human,"[0.0, 0.0, 571.076608, 825.3542400000001]"
4754.jpg,human,"[1244.553216, 724.9228800000001, 279.629824, 326.893056]"
4754.jpg,animal,"[1297.7152, 870.6508799999999, 147.69152, 315.07968]"
4755.jpg,human,"[959.63136, 427.026432, 580.499456, 673.89696]"
4755.jpg,animal,"[987.19744, 697.85088, 414.208, 692.87424]"
4756.jpg,animal,"[1285.79584, 890.71104, 163.147776, 327.936]"
4756.jpg,human,"[1222.89152, 732.799488, 273.723392, 334.76966400000003]"
4756.jpg,animal,"[0.0, 271.74912, 346.86976, 1181.6140799999998]"
4757.jpg,human,"[983.011328, 479.74348800000007, 307.480576, 606.738432]"
4757.jpg,human,"[1346.953216, 801.7228799999999, 175.2614912, 228.43084799999997]"
4757.jpg,animal,"[1353.17504, 901.3708799999999, 154.238976, 204.70272]"
4757.jpg,animal,"[810.7008, 733.07136, 483.04128, 649.8815999999999]"
4758.jpg,human,"[0.0, 0.0, 625.985536, 995.301888]"
4758.jpg,animal,"[0.0, 152.143872, 675.88096, 1282.06848]"
4758.jpg,animal,"[1285.7344, 859.4380799999999, 151.822336, 321.16224]"
4758.jpg,human,"[1222.89152, 722.953728, 279.629824, 293.415936]"
4759.jpg,animal,"[942.75584, 741.16608, 414.5152, 618.7776]"
4759.jpg,animal,"[1381.7856, 903.6595199999999, 117.6576, 214.5024]"
4759.jpg,human,"[1049.892864, 534.792192, 295.79264, 551.087616]"
4759.jpg,human,"[1333.168128, 805.6611839999999, 202.830848, 228.43084799999997]"
476.jpg,animal,"[1749.424128, 1079.149056, 194.463744, 102.782976]"
4760.jpg,human,"[1126.4, 555.569664, 256.0, 541.5383039999999]"
4760.jpg,human,"[1344.985088, 811.56864, 187.0770176, 230.39999999999998]"
4760.jpg,animal,"[1392.45568, 908.0064, 116.078592, 212.50560000000002]"
4760.jpg,human,"[980.670464, 761.2646400000001, 386.199552, 591.98208]"
4761.jpg,human,"[1390.276608, 805.6611839999999, 94.5229824, 116.18457599999999]"
4761.jpg,human,"[1218.953216, 703.262208, 208.738304, 358.399488]"
4761.jpg,animal,"[1209.56928, 876.7948799999999, 178.62656, 347.99616000000003]"
4761.jpg,human,"[1449.353216, 831.2616959999999, 63.0153216, 167.384064]"
4761.jpg,animal,"[1402.63424, 906.71616, 98.676736, 194.39616]"
4762.jpg,animal,"[1447.38304, 917.9136000000001, 70.89152, 161.47968]"
4762.jpg,human,"[1443.446784, 839.138304, 70.8923392, 104.3692032]"
4762.jpg,human,"[1195.966464, 681.598464, 231.276544, 375.59961599999997]"
4762.jpg,animal,"[1161.85088, 862.7711999999999, 222.5152, 409.60512000000006]"
4762.jpg,animal,"[1362.69824, 886.3948800000001, 118.153216, 206.77632]"
4762.jpg,human,"[1372.553216, 809.599488, 108.3076608, 185.107968]"
4763.jpg,animal,"[1348.9152, 892.3084799999999, 92.553216, 212.67455999999999]"
4763.jpg,animal,"[1453.3632, 903.84384, 64.544768, 183.33695999999998]"
4763.jpg,human,"[1150.029824, 644.184576, 232.370176, 409.600512]"
4763.jpg,animal,"[1080.66816, 855.6902399999999, 300.62592, 415.65696]"
4763.jpg,human,"[1447.385088, 821.4159360000001, 74.830848, 116.18457599999999]"
4763.jpg,human,"[1362.70848, 787.9388160000001, 64.9846784, 126.03079679999999]"
4764.jpg,animal,"[380.06784, 508.30848000000003, 677.41696, 925.53216]"
4764.jpg,human,"[1425.723392, 817.4776320000001, 82.7076608, 100.4307456]"
4764.jpg,human,"[1343.014912, 746.585088, 104.369152, 129.96925439999998]"
4764.jpg,animal,"[1331.2, 845.04576, 94.523392, 238.27967999999998]"
4764.jpg,animal,"[1434.35776, 919.24992, 71.903232, 185.51808]"
4764.jpg,animal,"[1213.05088, 850.9593600000001, 202.829824, 360.37631999999996]"
4764.jpg,human,"[610.461696, 110.52303359999999, 523.814912, 897.96864]"
4764.jpg,human,"[1218.953216, 719.0154239999999, 200.8614912, 250.093056]"
4765.jpg,human,"[1289.895936, 723.899904, 152.5874688, 244.60646400000002]"
4765.jpg,animal,"[1291.81696, 868.6694400000001, 126.029824, 261.90336]"
4765.jpg,animal,"[1405.72672, 904.8575999999999, 104.6016, 201.81504]"
4765.jpg,human,"[1157.90848, 715.0771199999999, 222.523392, 315.076608]"
4765.jpg,human,"[78.769152, 6.15384576, 829.046784, 947.2005119999999]"
4765.jpg,human,"[1406.029824, 793.846272, 118.1538304, 155.569152]"
4765.jpg,animal,"[1141.88288, 867.54816, 211.64032, 378.90048]"
4765.jpg,animal,"[0.0, 50.29632000000001, 900.9152, 1386.04032]"
4766.jpg,animal,"[20.764672, 362.94144, 922.3168, 1072.41984]"
4766.jpg,animal,"[1309.53216, 850.9593600000001, 104.370176, 257.97119999999995]"
4766.jpg,animal,"[1179.11552, 860.1600000000001, 190.799872, 355.20000000000005]"
4766.jpg,animal,"[1406.19776, 908.5440000000001, 93.648896, 192.35328]"
4766.jpg,human,"[1224.861696, 719.0154239999999, 167.3846784, 301.292544]"
4766.jpg,human,"[1419.814912, 807.6303359999999, 88.6153216, 118.15388159999999]"
4766.jpg,human,"[421.883904, 0.0, 595.021824, 973.627392]"
4766.jpg,human,"[1319.385088, 724.9228800000001, 147.6923392, 246.15321600000001]"
4767.jpg,human,"[773.90848, 441.35424, 313.10848, 559.262208]"
4767.jpg,animal,"[1192.96, 786.32448, 270.21312, 485.72928]"
4767.jpg,animal,"[622.65344, 709.9084799999999, 454.57408, 657.82272]"
4767.jpg,human,"[1173.661696, 632.369664, 309.170176, 437.16864]"
4768.jpg,human,"[645.90848, 336.984576, 336.738304, 632.122368]"
4768.jpg,animal,"[385.61792, 670.97088, 549.1712, 732.85632]"
4768.jpg,human,"[1140.185088, 596.923392, 354.461696, 454.89254399999993]"
4768.jpg,animal,"[1192.12032, 794.8032, 259.87072, 518.04672]"
4769.jpg,human,"[1124.429824, 557.538816, 358.4, 519.877632]"
4769.jpg,human,"[484.429824, 250.33881599999998, 374.153216, 718.769664]"
4769.jpg,animal,"[1171.2512, 780.9792, 296.32512, 554.9414400000001]"
4769.jpg,animal,"[300.87168, 561.68448, 534.38464, 875.4278400000001]"
477.jpg,animal,"[1734.868992, 1085.164032, 250.894336, 110.82531840000001]"
4770.jpg,animal,"[1361.85856, 795.4790399999999, 214.2208, 512.08704]"
4770.jpg,human,"[407.629824, 0.0, 881.025024, 909.471744]"
4770.jpg,animal,"[0.0, 0.0, 1195.3152, 1443.6864]"
4770.jpg,human,"[1291.814912, 606.769152, 283.570176, 433.23033599999997]"
4771.jpg,animal,"[1342.1568, 779.71968, 214.2208, 512.08704]"
4771.jpg,animal,"[9.2256256, 0.0, 919.1424, 1435.36128]"
4771.jpg,human,"[372.185088, 2.21538816, 582.89152, 791.63136]"
4771.jpg,human,"[1254.4, 563.446272, 319.014912, 502.153728]"
4772.jpg,human,"[494.276608, 0.246153216, 771.938304, 1014.1532159999999]"
4772.jpg,animal,"[347.50464, 342.17472, 785.28512, 1100.7590400000001]"
4773.jpg,animal,"[1274.69568, 763.34592, 284.8768, 578.5344]"
4773.jpg,animal,"[0.0, 2.2153728, 616.36608, 1433.59488]"
4773.jpg,human,"[1289.846784, 571.3228799999999, 295.385088, 450.95424]"
4774.jpg,animal,"[5.6461312, 0.0, 971.22304, 1433.6256]"
4774.jpg,human,"[310.980608, 0.0, 822.05696, 985.1535359999999]"
4775.jpg,human,"[1303.629824, 711.1388159999999, 181.169152, 285.537792]"
4775.jpg,animal,"[1323.15136, 884.44416, 121.065472, 327.95136]"
4775.jpg,human,"[1123.489792, 593.877504, 316.514304, 470.18649600000003]"
4775.jpg,animal,"[1087.01696, 811.57632, 297.34912, 480.49152]"
4776.jpg,animal,"[4.2881024, 0.0, 770.21184, 1427.06688]"
4776.jpg,human,"[462.770176, 6.15384576, 445.046784, 945.23136]"
4777.jpg,animal,"[1305.6, 892.3084799999999, 155.570176, 336.73728]"
4777.jpg,animal,"[1009.84832, 786.6163200000001, 333.04576, 509.62943999999993]"
4777.jpg,human,"[1073.186816, 565.423104, 336.631808, 473.001984]"
4777.jpg,animal,"[1467.0848, 1004.55936, 66.953216, 80.738304]"
4777.jpg,human,"[1289.846784, 724.9228800000001, 196.9229824, 287.50694400000003]"
4778.jpg,human,"[1264.246784, 711.1388159999999, 220.553216, 313.107456]"
4778.jpg,human,"[990.523392, 522.092544, 336.738304, 549.414912]"
4778.jpg,animal,"[1264.18944, 880.94208, 211.12832, 369.59232]"
4778.jpg,animal,"[951.48032, 762.1478400000001, 347.27936, 566.21568]"
4778.jpg,animal,"[1442.2016, 978.7392, 59.336704, 117.437952]"
4779.jpg,human,"[1242.585088, 756.430848, 120.1229824, 141.78462720000002]"
4779.jpg,human,"[245.303296, 0.0, 735.414272, 1015.245312]"
4779.jpg,animal,"[920.9856, 763.99104, 399.9744, 573.98784]"
4779.jpg,human,"[996.429824, 545.722368, 352.49152, 480.493056]"
4779.jpg,animal,"[127.803392, 363.3408, 789.89312, 1068.3033599999999]"
4779.jpg,animal,"[1237.85216, 1072.9574400000001, 94.365696, 169.37472000000002]"
4779.jpg,animal,"[1250.46784, 864.73728, 139.814912, 242.21184]"
478.jpg,animal,"[1705.693184, 1038.501888, 241.170432, 171.09811200000001]"
4780.jpg,animal,"[1211.86304, 833.6179199999999, 163.731456, 264.68352]"
4780.jpg,human,"[33.18784, 0.0, 879.495168, 953.043456]"
4780.jpg,animal,"[1207.13216, 1087.2576, 102.4, 163.44576]"
4780.jpg,animal,"[778.1376, 735.63648, 454.71744, 623.21664]"
4780.jpg,human,"[1222.89152, 736.737792, 165.4153216, 248.122368]"
4780.jpg,human,"[877.83424, 486.326784, 406.808576, 522.035712]"
4780.jpg,animal,"[1.79326976, 145.51296, 692.69504, 1320.8832]"
4781.jpg,animal,"[653.25056, 715.17696, 510.3616, 664.9651200000001]"
4781.jpg,human,"[80.4493312, 0.0, 704.233472, 996.366336]"
4781.jpg,animal,"[1237.46304, 833.6179199999999, 138.131456, 264.68352]"
4781.jpg,animal,"[1169.7152, 1081.35936, 128.0, 187.06944]"
4781.jpg,animal,"[1.96923392, 15.542784, 519.41376, 1415.39328]"
4781.jpg,human,"[756.185088, 415.753728, 452.923392, 582.892032]"
4781.jpg,human,"[1197.29152, 695.3840640000001, 216.614912, 289.47763199999997]"
4782.jpg,animal,"[1507.0208, 872.3404800000001, 250.32704, 262.13376]"
4782.jpg,animal,"[0.0, 51.67872, 602.66496, 1383.18336]"
4782.jpg,animal,"[930.24256, 1112.69376, 143.693824, 233.7024]"
4782.jpg,human,"[1492.676608, 691.4457600000001, 289.476608, 313.107456]"
4782.jpg,human,"[17.7230848, 0.0, 539.570176, 821.4159360000001]"
4783.jpg,animal,"[2.8346368, 1.13630208, 378.94144, 707.66592]"
4783.jpg,animal,"[858.5216, 1119.14496, 208.9984, 257.55647999999997]"
4783.jpg,human,"[1567.50848, 655.9994879999999, 216.614912, 395.81491199999994]"
4783.jpg,animal,"[1490.69824, 848.97792, 285.53216, 417.46943999999996]"
4784.jpg,human,"[1471.014912, 683.569152, 299.323392, 366.27763200000004]"
4784.jpg,animal,"[1437.53216, 809.59488, 322.94912, 448.98816]"
4784.jpg,animal,"[754.09408, 1127.94624, 234.78272, 267.90912]"
4785.jpg,human,"[712.861696, 0.246153216, 781.785088, 959.0154239999999]"
4785.jpg,animal,"[398.1312, 82.541568, 945.09056, 1328.73216]"
4786.jpg,animal,"[732.54912, 441.35424, 697.09824, 988.5542399999999]"
4786.jpg,human,"[850.70848, 2.21538816, 677.414912, 968.8611840000001]"
4787.jpg,animal,"[1230.76608, 882.46272, 175.261696, 324.92544]"
4787.jpg,human,"[1211.076608, 699.3223680000001, 173.2923392, 364.306944]"
4787.jpg,animal,"[1335.13216, 827.32032, 214.65088, 458.83392]"
4787.jpg,human,"[1287.876608, 640.246272, 313.10848, 439.137792]"
4788.jpg,animal,"[4.14208, 0.0, 1172.5824, 1431.1065600000002]"
4788.jpg,human,"[1098.831872, 207.015936, 358.4, 567.1388159999999]"
4789.jpg,animal,"[1322.14784, 816.5375999999999, 237.71136, 518.2924800000001]"
4789.jpg,human,"[1274.09152, 624.493056, 301.29152, 441.106944]"
4789.jpg,human,"[1213.046784, 683.569152, 169.3538304, 382.030848]"
4789.jpg,animal,"[1230.76608, 860.80512, 165.414912, 393.84576000000004]"
479.jpg,animal,"[1732.421632, 1087.213056, 210.302976, 108.8552448]"
4790.jpg,human,"[1193.76896, 643.510272, 183.0453248, 420.61516800000004]"
4790.jpg,animal,"[1234.69824, 864.73728, 191.014912, 382.03391999999997]"
4790.jpg,human,"[1266.214912, 602.830848, 317.046784, 482.46220800000003]"
4790.jpg,animal,"[1302.46656, 785.0342400000001, 273.16224, 553.7433599999999]"
4791.jpg,animal,"[543.19104, 339.30240000000003, 922.50112, 1105.8432]"
4791.jpg,human,"[825.10848, 0.0, 638.029824, 1036.061184]"
4792.jpg,animal,"[236.29824, 124.306944, 1226.83392, 1307.56608]"
4792.jpg,human,"[592.738304, 0.246153216, 864.49152, 982.646784]"
4793.jpg,animal,"[0.0, 0.0, 1190.7072, 1441.13664]"
4793.jpg,human,"[1343.014912, 829.2925440000001, 114.2153216, 204.799488]"
4793.jpg,human,"[854.646784, 77.0462208, 616.370176, 738.461184]"
4793.jpg,human,"[1138.214912, 841.107456, 169.3538304, 202.830336]"
4793.jpg,animal,"[1360.71168, 914.39616, 95.782912, 163.36896]"
4793.jpg,animal,"[738.46784, 841.1135999999999, 622.2848, 578.94912]"
4794.jpg,human,"[1307.570176, 799.7537280000001, 169.3538304, 256.000512]"
4794.jpg,animal,"[0.0, 510.24384, 457.99424, 918.94272]"
4794.jpg,animal,"[1333.88288, 920.6323199999999, 115.202048, 179.97312]"
4794.jpg,human,"[84.6770176, 118.39994879999999, 490.338304, 827.077632]"
4795.jpg,human,"[1307.570176, 799.7537280000001, 181.169152, 250.093056]"
4795.jpg,human,"[7.8769152, 4.18461696, 513.970176, 953.107968]"
4795.jpg,animal,"[0.0, 466.92864, 505.26208, 946.51392]"
4795.jpg,animal,"[1333.88288, 920.6323199999999, 115.202048, 179.97312]"
4796.jpg,animal,"[0.0, 353.97119999999995, 361.86112, 1089.9456]"
4796.jpg,human,"[0.0, 0.0, 462.559232, 938.7909119999999]"
4796.jpg,human,"[1321.353216, 782.03136, 173.2923392, 273.72288000000003]"
4796.jpg,animal,"[1327.16544, 904.02816, 130.674688, 184.0128]"
4797.jpg,human,"[1193.353216, 659.937792, 220.553216, 445.046784]"
4797.jpg,animal,"[1186.9184, 884.1984, 199.131136, 363.47904]"
4798.jpg,human,"[1163.814912, 669.785088, 240.246784, 425.35372799999993]"
4798.jpg,animal,"[1171.31264, 874.1222399999999, 215.42912, 392.55552]"
4799.jpg,animal,"[1118.5152, 829.2864000000001, 238.2848, 460.79999999999995]"
4799.jpg,human,"[1124.429824, 646.153728, 259.938304, 488.36966399999994]"
48.jpg,animal,"[729.80352, 471.18240000000003, 240.3648, 456.20171999999997]"
48.jpg,animal,"[1417.24224, 689.4018, 402.4512, 209.82780000000002]"
48.jpg,animal,"[1474.45056, 534.54168, 445.54944, 218.10168]"
480.jpg,animal,"[1592.889344, 1063.7767680000002, 266.452992, 126.379776]"
4800.jpg,human,"[917.057536, 551.714304, 227.26656, 555.027456]"
4800.jpg,animal,"[541.53216, 827.32032, 809.34912, 494.26944000000003]"
4801.jpg,animal,"[851.51744, 745.83552, 670.45376, 591.4368]"
4801.jpg,human,"[1004.886016, 511.34208, 219.254784, 602.036736]"
4802.jpg,human,"[941.668352, 509.53728, 233.4208, 588.109824]"
4802.jpg,animal,"[740.7616, 683.73504, 719.9744, 642.63168]"
4803.jpg,human,"[910.16192, 509.53728, 264.92928, 597.95712]"
4803.jpg,animal,"[610.18112, 665.36448, 788.19328, 661.3248]"
4804.jpg,human,"[865.65888, 517.728768, 222.121984, 576.751104]"
4804.jpg,animal,"[510.6688, 725.13024, 866.0992, 584.35584]"
4805.jpg,human,"[820.670464, 506.42688000000004, 241.37728, 597.187584]"
4805.jpg,animal,"[510.62784, 685.47072, 820.6336, 649.32864]"
4806.jpg,animal,"[485.33504, 685.88544, 856.4736, 647.7619199999999]"
4806.jpg,human,"[823.300096, 502.322688, 248.283136, 596.834304]"
4807.jpg,human,"[819.001344, 520.422912, 225.673216, 557.3299199999999]"
4807.jpg,animal,"[459.22304, 775.18848, 834.80576, 546.95424]"
4808.jpg,animal,"[438.59968, 770.65728, 849.22368, 554.83392]"
4808.jpg,human,"[819.001344, 516.484608, 225.673216, 543.54432]"
4809.jpg,animal,"[483.08224, 775.49568, 813.89568, 555.0796799999999]"
4809.jpg,human,"[823.138304, 516.1850880000001, 222.523392, 565.169664]"
481.jpg,animal,"[1464.5248, 1052.110848, 217.831424, 130.2683136]"
4810.jpg,animal,"[540.18048, 783.36, 813.89568, 543.26784]"
4810.jpg,human,"[898.824192, 531.485184, 227.848192, 581.952]"
4811.jpg,human,"[892.246016, 535.962624, 233.906176, 568.263168]"
4811.jpg,human,"[544.567296, 798.744576, 792.315904, 539.845632]"
4812.jpg,animal,"[659.27168, 818.2118399999999, 763.51488, 505.48224]"
4812.jpg,human,"[945.098752, 565.83936, 257.630208, 566.12352]"
4813.jpg,human,"[960.851968, 569.777664, 255.660032, 558.246912]"
4813.jpg,animal,"[653.37344, 810.34752, 763.51488, 513.36192]"
4814.jpg,human,"[951.713792, 565.203456, 242.95424, 563.3617919999999]"
4814.jpg,animal,"[650.6496, 804.0192, 779.01824, 509.44512000000003]"
4815.jpg,animal,"[616.3456, 808.19712, 811.25376, 519.2294400000001]"
4815.jpg,human,"[955.076608, 563.446272, 244.185088, 559.262208]"
4816.jpg,animal,"[622.75584, 802.60608, 812.27776, 504.56064000000003]"
4816.jpg,human,"[955.076608, 565.415424, 246.153216, 565.169664]"
4817.jpg,human,"[991.123456, 553.5636480000001, 233.416704, 569.6256000000001]"
4817.jpg,animal,"[568.46336, 806.4307200000001, 854.6304, 532.1472]"
4818.jpg,human,"[1112.614912, 567.384576, 257.970176, 539.569152]"
4818.jpg,animal,"[812.6464, 802.49856, 649.8304, 522.30144]"
4819.jpg,human,"[1109.598208, 569.278464, 242.57536, 554.254848]"
4819.jpg,animal,"[851.43552, 811.8220800000001, 623.65696, 513.46944]"
482.jpg,animal,"[1225.3696, 996.0821760000001, 403.206144, 478.71436800000004]"
4820.jpg,human,"[1108.676608, 569.3537279999999, 256.0, 547.4457600000001]"
4820.jpg,animal,"[893.7472, 808.84224, 580.17792, 521.3798400000001]"
4821.jpg,animal,"[1011.89632, 783.23712, 580.17792, 529.25952]"
4821.jpg,human,"[1183.50848, 569.3537279999999, 200.8614912, 547.4457600000001]"
4822.jpg,human,"[1195.323392, 567.384576, 234.338304, 557.29152]"
4822.jpg,animal,"[1021.1328, 732.65664, 714.77248, 552.6988799999999]"
4823.jpg,animal,"[965.03808, 810.59328, 829.48096, 491.50464]"
4823.jpg,human,"[1160.515584, 592.424448, 205.000704, 537.911808]"
